Date,Last,Open,Max,Min,Volume, variation (%)
14.02.2025,12956,12909.5,12984.6,12878.9,123.29,0.15
17.02.2025,13016.9,12942.2,13033.7,12942,98.46,0.47
18.02.2025,13143.9,13026.6,13158.6,13014.9,127.41,0.98
19.02.2025,12929.4,13103.7,13157.3,12914.2,131.03,-1.63
20.02.2025,12967.1,12927.9,13026.3,12918.5,127.11,0.29
21.02.2025,12952,12952.1,12987.9,12894.6,125.14,-0.12
24.02.2025,13012.9,12970.6,13052,12927.2,120.8,0.47
25.02.2025,13116.8,12965.1,13219.4,12960.8,150.76,0.8
26.02.2025,13332,13130.8,13339.7,13126.9,125.56,1.64
27.02.2025,13270.6,13221.4,13316.7,13178,159.41,-0.46
28.02.2025,13347.3,13240.2,13347.3,13215.7,251.58,0.58
03.03.2025,13373.1,13349.3,13446.4,13218.7,153.78,0.19
04.03.2025,13031.7,13248.2,13282,12997.1,195.2,-2.55
05.03.2025,13214,13230.2,13348.2,13206.4,177.35,1.4
06.03.2025,13234.2,13274,13319.6,13099.9,176.62,0.15
07.03.2025,13257.1,13142.9,13291.3,13114.7,134.51,0.17
10.03.2025,13082.7,13262.4,13291.3,13050.4,164.74,-1.32
11.03.2025,12877.3,13070.1,13138,12840.9,173.67,-1.57
12.03.2025,12804,12944.8,12964.3,12708.2,139.43,-0.57
13.03.2025,12821.3,12743.1,12894.9,12729,112.71,0.14
14.03.2025,13005.2,12809.3,13007.4,12788,127.74,1.43
17.03.2025,13147.2,13009.6,13147.2,12974.2,112.26,1.09
18.03.2025,13354.7,13178.5,13354.7,13153.6,159.89,1.58
19.03.2025,13408.1,13271.2,13427.9,13248.1,118.52,0.4
20.03.2025,13306.3,13407.5,13464.7,13232.9,131.94,-0.76
21.03.2025,13350.2,13257.8,13358.6,13213,327.77,0.33
24.03.2025,13323.3,13429.6,13478.8,13303.3,105.61,-0.2
25.03.2025,13484.3,13368.8,13515.1,13363.5,111.2,1.21
26.03.2025,13432.2,13484.9,13505.9,13414.3,109.26,-0.39
27.03.2025,13422.6,13328.3,13463.4,13270.8,107.01,-0.07
28.03.2025,13309.3,13363.4,13440.9,13258.2,121.57,-0.84
31.03.2025,13135.4,13224.6,13249.8,13051.8,167.06,-1.31
01.04.2025,13297,13191.6,13330.9,13155.3,123.05,1.23
02.04.2025,13350.2,13268.2,13350.2,13234.9,107.76,0.4
03.04.2025,13191.2,13141.3,13281.3,13107.4,209.8,-1.19
04.04.2025,12422,13084,13091.6,12236.4,371.36,-5.83
07.04.2025,11785.8,12091.3,12322.8,11583,423.01,-5.12
08.04.2025,12065.6,11920.7,12203.1,11699.4,232.2,2.37
09.04.2025,11797.6,11752.9,11924.7,11612.7,221.64,-2.22
10.04.2025,12307.6,12785.9,12843.1,12307.6,277.11,4.32
11.04.2025,12286,12364.2,12419,12157.4,135.19,-0.18
14.04.2025,12609.8,12540.6,12633.8,12419.5,120.62,2.64
15.04.2025,12879.3,12652.4,12881.1,12626.6,124.67,2.14
16.04.2025,12942.1,12848.5,12942.1,12756.1,127.31,0.49
17.04.2025,12918,12934,12965.7,12852,118.97,-0.19
18.04.2025,12918,12934,12965.7,12852,118.97,0
22.04.2025,13010.6,12830.3,13010.6,12812,109.91,0.72
23.04.2025,13208.3,13170.1,13215.8,13099,163.12,1.52
24.04.2025,13179.7,13168.3,13241.4,13110.2,104.44,-0.22
25.04.2025,13355.3,13284.6,13375.9,13254.9,115.01,1.33
28.04.2025,13456.1,13415.9,13472,13377.7,117.16,0.75
29.04.2025,13366.9,13471,13490.8,13292,116.56,-0.66
30.04.2025,13287.8,13368.4,13379.1,13074.8,200.8,-0.59
02.05.2025,13446.7,13415.1,13446.7,13316,141.23,1.2
05.05.2025,13518,13473.5,13521.1,13462.1,85.37,0.53
06.05.2025,13530.2,13551.2,13579.6,13408,111.7,0.09
07.05.2025,13480.4,13510.5,13531.9,13423.5,118.46,-0.37
08.05.2025,13488.9,13493.9,13507,13428.9,136.31,0.06
09.05.2025,13554.1,13505.4,13586,13471.3,127.55,0.48
12.05.2025,13655.3,13653.6,13740.2,13558.1,144.19,0.75
13.05.2025,13769.1,13664.3,13800.7,13650.6,118.48,0.83
14.05.2025,13840.2,13777,13846.7,13754.6,158.38,0.52
15.05.2025,13930.2,13806.9,13930.2,13785.8,111.2,0.65
16.05.2025,14064.5,13981.7,14064.5,13953.7,122.34,0.96
19.05.2025,14099,14074,14099.5,14003.2,104.24,0.25
20.05.2025,14323.4,14153.1,14348.1,14140.4,140.96,1.59
21.05.2025,14307.6,14279.5,14370.8,14253.3,114.28,-0.11
22.05.2025,14272.5,14228.4,14272.5,14157.5,106.12,-0.25
23.05.2025,14104.1,14288,14341.8,13851.6,173.06,-1.18
26.05.2025,14221.6,14259.4,14275.3,14199.4,87.07,0.83
27.05.2025,14239.9,14198.3,14299.1,14164.4,115.08,0.13
28.05.2025,14100.6,14208,14262.5,14094.8,107.7,-0.98
29.05.2025,14116.6,14185.1,14187.5,14088.9,83.48,0.11
30.05.2025,14152.2,14129.2,14214.6,14099.9,449.12,0.25
02.06.2025,14202.8,14105.9,14234.4,14099.6,89.79,0.36
03.06.2025,14128.4,14239.6,14249.2,14080.5,104.04,-0.52
04.06.2025,14101.3,14175.8,14185.2,14036.4,101.95,-0.19
05.06.2025,14203.7,14082.3,14204.9,14038.3,98.9,0.73
06.06.2025,14247.6,14193.7,14286.1,14179.1,78.32,0.31
09.06.2025,14251.3,14231.2,14292.3,14206.3,75.59,0.03
10.06.2025,14221.1,14249,14297,14221.1,100.38,-0.21
11.06.2025,14134.1,14157.3,14186,14078.5,98.42,-0.61
12.06.2025,14088.9,14062.6,14134.3,13957.9,102.18,-0.32
13.06.2025,13910.6,13915.9,13925,13829.5,129.99,-1.27
16.06.2025,14110.8,13927.3,14132.3,13925.2,140.85,1.44
17.06.2025,13911.7,13989,14000.4,13864,112.46,-1.41
18.06.2025,13923.2,13904.6,13968.3,13846.9,94.9,0.08
19.06.2025,13744.9,13862.4,13896.6,13744.1,82.22,-1.28
20.06.2025,13850.3,13754.4,13925,13753.5,286.49,0.77
23.06.2025,13839.4,13763.7,13881.2,13737.2,101.05,-0.08
24.06.2025,14035.1,14032.3,14086.1,13963.6,143.21,1.41
25.06.2025,13811.8,14054.6,14057.7,13810.8,107.09,-1.59
26.06.2025,13815.5,13847.2,13892.5,13789.1,93.45,0.03
27.06.2025,13969,13868.4,13969,13856.8,100.09,1.11
30.06.2025,13991.9,14025.6,14029.1,13894.4,110.47,0.16
01.07.2025,13987.4,14007.8,14042.9,13947.5,97.95,-0.03
02.07.2025,14044.6,14042.4,14104.4,13988.1,132.18,0.41
03.07.2025,14182.9,14068.5,14182.9,14015.4,104.28,0.98
04.07.2025,13973,14088.8,14121.5,13916.9,83.27,-1.48
07.07.2025,14074.8,13959.5,14074.8,13933.7,100.28,0.73
08.07.2025,14079.5,14098.3,14119.2,14045.3,120.47,0.03
09.07.2025,14254.4,14117,14254.4,14112.5,123.33,1.24
10.07.2025,14141.6,14266.6,14273.1,14126.5,110.94,-0.79
11.07.2025,14015.5,14070.5,14109.5,13990.89,27.83,-0.89
